UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_difference [K],Power [W],Wear_Torque_Interaction,Air temperature [K]_rolling_mean_3,Air temperature [K]_rolling_std_3,Process temperature [K]_rolling_mean_3,Process temperature [K]_rolling_std_3,Rotational speed [rpm]_rolling_mean_3,Rotational speed [rpm]_rolling_std_3,Torque [Nm]_rolling_mean_3,Torque [Nm]_rolling_std_3,Air temperature [K]_rolling_mean_5,Air temperature [K]_rolling_std_5,Process temperature [K]_rolling_mean_5,Process temperature [K]_rolling_std_5,Rotational speed [rpm]_rolling_mean_5,Rotational speed [rpm]_rolling_std_5,Torque [Nm]_rolling_mean_5,Torque [Nm]_rolling_std_5,Type_Ordinal
3596,L50775,L,301.6,310.4,1517,41.1,167,0,0,0,0,0,0,8.799999999999955,6529.140596029131,6863.7,301.6,0.0,310.4,0.0,1448.6666666666667,70.05949852327939,43.899999999999984,2.45764114548824,301.62,0.044721359726760446,310.41999999999996,0.04472135962696616,1434.6,61.76811475186409,43.7,2.2572106680594817,1
3597,L50776,L,301.7,310.5,1354,50.0,169,0,0,0,0,0,0,8.800000000000011,7089.527421600967,8450.0,301.6333333333334,0.05773502684903534,310.43333333333334,0.05773502696376073,1441.0,82.05485969764405,45.59999999999999,4.450842616853036,301.62,0.044721359726760446,310.41999999999996,0.04472135962696616,1413.8,69.00507227732936,45.42,3.161803282938652,1
3598,M18457,M,301.7,310.5,1724,33.0,171,0,0,0,0,0,0,8.800000000000011,5957.716308267684,5643.0,301.6666666666667,0.05773502684846511,310.46666666666664,0.057735026964646836,1531.6666666666667,185.43552338571317,41.36666666666665,8.503136676152653,301.64,0.054772255895963504,310.43999999999994,0.0547722558137495,1484.8,148.37351515684816,42.94,6.393199511981578,2
3599,L50778,L,301.7,310.5,1399,53.2,174,0,0,0,0,0,0,8.800000000000011,7793.956270339895,9256.800000000001,301.7,0.0,310.5,0.0,1492.3333333333333,201.88693205191208,45.399999999999984,10.857255638511761,301.65999999999997,0.05477225589709342,310.4599999999999,0.05477225581414128,1489.2,144.65718094861194,44.6,7.9236986313212086,1
3600,H33013,H,301.7,310.5,1388,50.5,176,0,0,0,0,0,0,8.800000000000011,7340.226515357432,8888.0,301.7,0.0,310.5,0.0,1503.6666666666667,190.89351307295223,45.566666666666656,10.966464030549163,301.68,0.04472135973091204,310.48,0.044721359628405635,1476.4,151.44404907423552,45.56,8.368572160171748,3
3601,L50780,L,301.7,310.5,1523,34.7,181,0,0,0,0,0,0,8.800000000000011,5534.2400905392915,6280.700000000001,301.7,0.0,310.5,0.0,1436.6666666666667,74.9688824335363,46.133333333333326,9.99316433034742,301.7,0.0,310.5,0.0,1477.6,151.8693517468204,44.28,9.6175360669977,1
3602,L50781,L,301.7,310.5,1377,43.1,183,0,0,0,0,0,0,8.800000000000011,6214.981330670153,7887.3,301.7,0.0,310.5,0.0,1429.3333333333333,81.30395644329604,42.76666666666665,7.905272502155192,301.7,0.0,310.5,0.0,1482.2,147.47440455889105,42.9,9.071107980836823,1
3603,M18462,M,301.7,310.6,1417,45.2,185,0,0,0,0,0,0,8.900000000000034,6707.132763806017,8362.0,301.7,0.0,310.53333333333336,0.05773502696647646,1439.0,75.44534445544039,40.99999999999999,5.556077753235574,301.7,0.0,310.52,0.04472135962942248,1420.8,59.0101686152435,45.34,7.187697823364699,2
3604,L50783,L,301.7,310.7,1542,40.0,188,0,0,0,0,0,0,9.0,6459.114495780615,7520.0,301.7,0.0,310.59999999999997,0.10000000002847997,1445.3333333333333,86.07167555783603,42.76666666666665,2.615976554430684,301.7,0.0,310.56,0.08944271914021351,1449.4,77.54547053180777,42.7,5.885150805204694,1
3605,L50784,L,301.8,310.8,1557,33.3,190,0,0,0,0,0,0,9.0,5429.520335419631,6326.999999999999,301.73333333333335,0.0577350268473821,310.7,0.10000000003010001,1505.3333333333333,76.86568371733512,39.49999999999999,5.965735495309916,301.72,0.04472135973373697,310.62,0.13038404813217402,1483.2,80.85295294545193,39.26,5.169429368895688,1
3606,L50785,L,301.7,310.7,1641,31.9,192,0,0,0,0,0,0,9.0,5481.859269028438,6124.799999999999,301.7333333333333,0.0577350268473821,310.73333333333335,0.057735026972067935,1580.0,53.35728628781703,35.06666666666665,4.329357150124937,301.71999999999997,0.04472135973373697,310.65999999999997,0.11401754254247415,1506.8,108.02869989035074,38.7,5.8885482081750204,1
3607,L50786,L,301.7,310.7,1318,55.0,194,0,0,0,0,0,0,9.0,7591.135048624137,10670.0,301.73333333333335,0.0577350268473821,310.7333333333333,0.057735026972067935,1505.3333333333333,167.58380987832143,40.066666666666656,12.951576480619396,301.71999999999997,0.04472135973373697,310.7,0.07071067817183041,1495.0,127.26154171626034,41.08,9.443357453787366,1
3608,L50787,L,301.6,310.7,1638,33.8,196,0,0,0,0,0,0,9.099999999999966,5797.746410346891,6624.799999999999,301.6666666666667,0.05773502684846511,310.7,0.0,1532.3333333333333,185.62417227649362,40.23333333333331,12.823546051437308,301.7,0.07071067823396263,310.71999999999997,0.044721359634636165,1539.2,131.699278661652,38.8,9.575228456804632,1
3609,M18468,M,301.7,310.8,1954,21.6,198,0,0,0,0,0,0,9.100000000000023,4419.843872482408,4276.8,301.6666666666667,0.05773502684846511,310.7333333333333,0.057735026972067935,1636.6666666666667,318.0020964291483,36.79999999999998,16.90088755065849,301.7,0.07071067823396263,310.73999999999995,0.054772255820072356,1621.6,227.7505214044514,35.12,12.180188832690606,2
3610,M18469,M,301.7,310.9,1644,32.5,201,0,0,0,0,0,0,9.199999999999989,5595.1765160434215,6532.5,301.6666666666667,0.05773502684846511,310.8,0.10000000003177452,1745.3333333333333,180.73553422980586,29.299999999999983,6.700000000000724,301.67999999999995,0.04472135973090489,310.76,0.08944271914284896,1639.0,224.88663810906925,34.96,12.21527731981558,2
3611,M18470,M,301.7,310.8,1594,32.4,204,0,0,0,0,0,0,9.100000000000023,5408.314585007901,6609.599999999999,301.7,0.0,310.8333333333333,0.05773502697496007,1730.6666666666667,195.021366350801,28.833333333333318,6.264449962554051,301.67999999999995,0.04472135973090489,310.78,0.08366600269951428,1629.6,225.76270728355354,35.06,12.185975545683693,2
3612,L50791,L,301.7,310.9,1405,46.4,207,1,1,0,0,0,1,9.199999999999989,6826.89027576086,9604.8,301.7,0.0,310.8666666666666,0.057735026975924114,1547.6666666666667,126.0568654748061,37.09999999999999,8.054191455385375,301.68,0.04472135973090489,310.82,0.08366600270009518,1647.0,197.3017992822151,33.339999999999996,8.806134225640715,1
3613,L50792,L,301.7,310.8,1622,37.8,0,0,0,0,0,0,0,9.100000000000023,6420.535737994532,0.0,301.7,0.0,310.8333333333333,0.05773502697496007,1540.3333333333333,118.03530545278973,38.866666666666646,7.060689295906921,301.7,0.0,310.84000000000003,0.054772255822267975,1643.8,197.61376470276429,34.14,9.037034911960939,1
3614,L50793,L,301.7,310.9,1557,39.4,2,0,0,0,0,0,0,9.199999999999989,6424.117153619623,78.8,301.7,0.0,310.8666666666667,0.057735026975924114,1528.0,111.36875683960936,41.19999999999998,4.57383865041162,301.7,0.0,310.86,0.05477225582271813,1564.4,94.85936959520384,37.7,5.781868210189607,1
3615,L50794,L,301.8,311.0,1606,33.3,4,0,0,0,0,0,0,9.199999999999989,5600.391559848381,133.2,301.7333333333333,0.0577350268473821,310.90000000000003,0.1000000000334443,1595.0,33.867388443752766,36.83333333333332,3.1628046625323423,301.71999999999997,0.044721359733729815,310.88,0.08366600270096652,1556.8,88.17425928239764,37.86,5.610525822059924,1
3616,M18475,M,301.8,311.1,1647,31.6,6,0,0,0,0,0,0,9.300000000000011,5450.160599153717,189.60000000000002,301.76666666666665,0.05773502684682008,311.0,0.10000000003511407,1603.3333333333333,45.059220292115285,34.76666666666665,4.101625693958204,301.74,0.05477225590169483,310.94,0.11401754254546265,1567.4,96.55205849695534,37.699999999999996,5.8129166517335475,2
3617,M18476,M,301.8,311.1,1413,42.2,9,0,0,0,0,0,0,9.300000000000011,6244.292390128146,379.8,301.8,0.0,311.06666666666666,0.057735026981646856,1555.3333333333333,124.95732604906912,35.69999999999999,5.6929781309964635,301.76,0.05477225590285978,310.98,0.1303840481355111,1569.0,93.1960299583597,36.86,4.364401448079804,2
3618,L50797,L,301.8,311.0,1529,41.6,12,0,0,0,0,0,0,9.199999999999989,6660.846632043128,499.20000000000005,301.8,0.0,311.06666666666666,0.057735026981646856,1529.6666666666667,117.00142449275293,38.466666666666654,5.954270176380549,301.78,0.04472135973801011,311.02,0.08366600270299966,1550.4,89.16725856501073,37.62,4.870523585817154,1
3619,L50798,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0,9.200000000000045,7020.663710634278,648.1999999999999,301.8333333333333,0.05773502684565502,311.06666666666666,0.057735026981646856,1463.3333333333333,59.50070027599148,43.36666666666665,2.557994005726061,301.82000000000005,0.04472135974087634,311.06,0.054772255827119774,1528.6,99.83636611976358,39.0,6.2757469674933,1
3620,L50799,L,301.9,311.2,1435,44.2,16,0,0,0,0,0,0,9.300000000000011,6642.059907974661,707.2,301.8666666666666,0.057735026845084796,311.09999999999997,0.10000000003673412,1470.6666666666667,50.93459858812453,44.033333333333324,2.354428451520638,301.84000000000003,0.05477225590753578,311.1,0.07071067817866396,1494.4,95.90516148779209,41.18,5.664097456788823,1
3621,H33034,H,301.9,311.2,1474,41.8,18,0,0,0,0,0,0,9.300000000000011,6452.119216138622,752.4,301.9,0.0,311.1666666666667,0.05773502698451438,1452.3333333333333,19.85782801147654,44.09999999999999,2.2516660498387595,301.86,0.0547722559087124,311.12,0.08366600270440519,1459.8,44.53874717590833,43.220000000000006,2.007984063682249,3
3622,L50801,L,301.9,311.2,1657,29.1,23,0,0,0,0,0,0,9.300000000000011,5049.450456188339,669.3000000000001,301.9,0.0,311.2,0.0,1522.0,118.52847759083068,38.36666666666665,8.114390509048405,301.88,0.04472135974519952,311.14,0.08944271914796458,1508.6,90.45053897019899,40.6,6.710812171414243,1
3623,L50802,L,302.0,311.3,1509,39.9,25,0,0,0,0,0,0,9.300000000000011,6305.082207975107,997.5,301.93333333333334,0.05773502684404281,311.2333333333333,0.05773502698646708,1546.6666666666667,97.14079129456063,36.933333333333316,6.850060826980741,301.91999999999996,0.044721359748122955,311.2,0.07071067818038579,1504.6,89.76246431554499,40.260000000000005,6.69051567519287,1
3624,M18483,M,302.0,311.3,1530,36.4,27,0,0,0,0,0,0,9.300000000000011,5832.052602124092,982.8,301.96666666666664,0.05773502684355053,311.26666666666665,0.05773502698745164,1565.3333333333333,80.0770462325714,35.13333333333332,5.510293398117531,301.93999999999994,0.054772255913460396,311.24,0.05477225583111731,1521.0,84.15164882519824,38.279999999999994,5.870860243610068,2
3625,M18484,M,302.0,311.4,1587,35.9,30,0,0,0,0,0,0,9.399999999999977,5966.230024358912,1077.0,302.0,0.0,311.3333333333333,0.057735026989437166,1542.0,40.36087214122163,37.399999999999984,2.179449471770877,301.96,0.05477225591462535,311.28,0.08366600270672919,1551.4,71.87697823364229,36.62,4.865901766373943,2
3626,M18485,M,302.1,311.4,1467,43.4,33,0,0,0,0,0,0,9.299999999999955,6667.276425007473,1432.2,302.03333333333336,0.0577350268426234,311.3666666666666,0.05773502699044224,1528.0,60.02499479383601,38.566666666666656,4.193248541803202,302.0,0.07071067824759354,311.32,0.08366600270728801,1550.0,73.80379394041668,36.940000000000005,5.322875162917227,2
3627,M18486,M,302.2,311.5,1360,53.0,36,0,0,0,0,0,0,9.300000000000011,7548.199949025076,1908.0,302.1,0.09999999995538177,311.43333333333334,0.05773502699250981,1471.3333333333333,113.56202416888036,44.09999999999999,8.571464285639681,302.06000000000006,0.08944271920406172,311.38,0.08366600270815935,1490.6,84.84868885256556,41.72,6.991923912629602,2
3628,L50807,L,302.2,311.5,1588,30.6,39,0,0,0,0,0,0,9.300000000000011,5088.626116578603,1193.4,302.1666666666667,0.05773502684076916,311.46666666666664,0.057735026993523085,1471.6666666666667,114.0716149326087,42.33333333333332,11.238030669709502,302.1,0.1000000000943546,311.41999999999996,0.08366600270874024,1506.4,95.78256626338364,39.86,8.63990740691134,1
3629,L50808,L,302.2,311.4,1609,32.1,41,0,0,0,0,0,0,9.199999999999989,5408.660160199795,1316.1000000000001,302.2,0.0,311.4666666666667,0.057735026993523085,1519.0,138.09779143780693,38.566666666666656,12.522113772575883,302.14,0.0894427192069053,311.43999999999994,0.05477225583548521,1522.2,106.5584346731852,39.0,9.262019218291513,1
3630,L50809,L,302.1,311.3,1415,44.1,43,0,0,0,0,0,0,9.199999999999989,6534.669799099449,1896.3,302.1666666666667,0.057735026840728135,311.40000000000003,0.10000000004186897,1537.3333333333333,106.46282606305991,35.59999999999999,7.399324293474632,302.16,0.054772255926272224,311.41999999999996,0.08366600270874024,1487.8,108.16052884485855,40.64,9.301774024346189,1
3631,L50810,L,302.0,311.2,1845,27.3,45,0,0,0,0,0,0,9.199999999999989,5274.576985744584,1228.5,302.09999999999997,0.09999999995531071,311.3,0.10000000004012814,1623.0,215.34158910902468,34.49999999999999,8.653323061113852,302.14,0.0894427192069053,311.38,0.13038404813919477,1563.4,190.6418107341605,37.42,10.777151757305877,1
3632,M18491,M,302.1,311.4,1419,36.2,47,0,0,0,0,0,0,9.299999999999955,5379.22343703566,1701.4,302.06666666666666,0.05773502684199576,311.29999999999995,0.10000000004012814,1559.6666666666667,247.11400877597643,35.86666666666665,8.404958853756332,302.12,0.08366600276693989,311.36,0.11401754254988572,1575.2,176.1822919592076,34.06,6.4593343310283,2
3633,L50812,L,302.1,311.3,1634,30.6,50,0,0,0,0,0,0,9.199999999999989,5236.029643885036,1530.0,302.06666666666666,0.05773502684199576,311.3,0.10000000004012814,1632.6666666666667,213.0031298674584,31.366666666666656,4.499259198283735,302.1,0.0707106782520933,311.32,0.08366600270727526,1584.4,178.2071827957545,34.06,6.4593343310283,1
3634,M18493,M,302.2,311.3,1521,40.6,52,0,0,0,0,0,0,9.100000000000023,6466.717150002301,2111.2000000000003,302.1333333333334,0.05773502684110966,311.3333333333333,0.05773502698947409,1524.6666666666667,107.54688899886116,35.79999999999999,5.011985634457037,302.1,0.0707106782520933,311.3,0.07071067818203373,1566.8,179.51100244831642,35.760000000000005,6.9168634510160025,2
3635,L50814,L,302.2,311.4,1499,37.7,55,0,0,0,0,0,0,9.199999999999989,5917.954217248748,2073.5,302.1666666666667,0.05773502684066661,311.3333333333333,0.05773502698947409,1551.3333333333333,72.43157690768132,36.29999999999999,5.144900387762944,302.12,0.08366600276693989,311.32,0.08366600270727524,1583.6,165.10542086800015,34.48,5.4172871439495305,1
3636,M18495,M,302.1,311.2,1616,35.1,57,0,0,0,0,0,0,9.099999999999966,5939.872061995294,2000.7,302.1666666666667,0.05773502684066661,311.3,0.10000000004012814,1545.3333333333333,62.179846681487994,37.79999999999999,2.751363298439891,302.14,0.054772255925101446,311.32,0.08366600270727524,1537.8,88.41775839727819,36.040000000000006,3.6760032644165372,2
3637,L50816,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,0,9.199999999999989,7055.860020329997,2790.0,302.1666666666667,0.05773502684066661,311.3333333333333,0.11547005387317189,1521.3333333333333,85.71075389549057,39.76666666666666,5.974389787529245,302.15999999999997,0.05477225592627806,311.32,0.08366600270727524,1543.8,78.83971080616328,38.1,5.962801355068042,1
3638,M18497,M,302.2,311.4,1626,31.6,62,0,0,0,0,0,0,9.199999999999989,5380.66856965631,1959.2,302.1666666666667,0.05773502684066661,311.3333333333333,0.11547005387317189,1563.6666666666667,99.43004240838555,37.73333333333332,7.791234390861013,302.17999999999995,0.04472135976671298,311.34,0.08944271915066992,1542.2,76.60091383266558,38.3,5.657296173968736,2
3639,M18498,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0,9.199999999999989,6779.138067426295,2912.0,302.23333333333335,0.05773502683978051,311.43333333333334,0.05773502699242775,1506.6666666666667,103.36504889629451,40.96666666666666,8.156183748134463,302.2,0.07071067825663326,311.38,0.10954451154290344,1527.0,88.47881102274971,39.14,6.3531881760263795,2
3640,L50819,L,302.4,311.6,1622,35.0,68,0,0,0,0,0,0,9.200000000000045,5944.940498143085,2380.0,302.29999999999995,0.09999999995374041,311.5,0.10000000004352454,1564.3333333333333,103.36504889629451,37.133333333333326,6.853709457902039,302.24,0.1140175425965947,311.41999999999996,0.14832396977320797,1551.6,95.56306818012625,38.6,6.615512073906398,1
3641,H33054,H,302.4,311.6,1544,39.1,70,0,0,0,0,0,0,9.200000000000045,6321.973504475909,2737.0,302.3666666666666,0.057735026837893444,311.56666666666666,0.057735026996214196,1537.0,88.70738413458047,39.63333333333332,4.92172056636029,302.29999999999995,0.10000000010075126,311.5,0.10000000004748806,1537.2,88.60417597381884,39.4,6.321787721839561,3
3642,L50821,L,302.3,311.6,1488,41.8,75,0,0,0,0,0,0,9.300000000000011,6513.401216834644,3135.0,302.3666666666667,0.057735026837893444,311.6,0.0,1551.3333333333333,67.3003219407853,38.63333333333332,3.42393535764545,302.32,0.08366600277458537,311.54,0.08944271915367914,1545.0,80.21845174272222,38.459999999999994,5.262888940496588,1
3643,L50822,L,302.3,311.6,1309,57.6,77,0,0,0,0,0,0,9.300000000000011,7895.701984414155,4435.2,302.3333333333333,0.057735026838365205,311.6,0.0,1447.0,122.74770873625303,46.16666666666666,9.993164330347453,302.34000000000003,0.0547722559367801,311.58000000000004,0.0447213596585344,1481.6,117.0226473807504,43.660000000000004,8.585918704483635,1
3644,L50823,L,302.3,311.6,1784,26.4,79,0,0,0,0,0,0,9.300000000000011,4932.049138723688,2085.6,302.3,0.0,311.6,0.0,1527.0,239.88955792197376,41.93333333333332,15.600427344573998,302.34000000000003,0.0547722559367801,311.6,0.0,1549.4,174.57032966686936,39.98,11.442989119980913,1
3645,L50824,L,302.2,311.5,1548,32.4,81,0,0,0,0,0,0,9.300000000000011,5252.240261977559,2624.4,302.26666666666665,0.057735026839366176,311.56666666666666,0.05773502699625522,1547.0,237.5015789421199,38.79999999999999,16.55536166925994,302.3,0.07071067826110639,311.58000000000004,0.044721359658563005,1534.6,169.95234626211973,39.459999999999994,11.779983022059136,1
3646,L50825,L,302.2,311.5,1413,43.5,83,0,0,0,0,0,0,9.300000000000011,6436.652108307448,3610.5,302.23333333333335,0.057735026839829735,311.53333333333336,0.05773502699536912,1581.6666666666667,187.7773504268642,34.09999999999999,8.675828490697882,302.26000000000005,0.05477225593205285,311.56000000000006,0.05477225583871796,1508.4,178.0457806295882,40.339999999999996,11.909995801846515,1
3647,M18506,M,302.2,311.5,1863,25.7,85,0,0,0,0,0,0,9.300000000000011,5013.887627349702,2184.5,302.2,0.0,311.5,0.0,1608.0,230.92206477510985,33.86666666666665,8.990179827641859,302.23999999999995,0.05477225593084769,311.54,0.054772255838279486,1583.4,236.64382518882556,37.12,13.488402425787916,2
3648,L50827,L,302.2,311.5,1427,43.8,88,0,0,0,0,0,0,9.300000000000011,6545.256966342046,3854.3999999999996,302.2,0.0,311.5,0.0,1567.6666666666667,255.86194194004972,37.66666666666665,10.36452282226903,302.21999999999997,0.04472135976936473,311.52,0.04472135965695194,1607.0,206.38677283198027,34.36,8.872034715892461,1
3649,M18508,M,302.2,311.5,1443,47.0,90,0,0,0,0,0,0,9.300000000000011,7102.198511970446,4230.0,302.2,0.0,311.5,0.0,1577.6666666666667,247.23538042386525,38.83333333333332,11.4857883200647,302.2,0.0,311.5,0.0,1538.8,188.8735026413166,38.48,9.033105778191766,2
3650,L50829,L,302.2,311.5,1481,40.4,93,0,0,0,0,0,0,9.300000000000011,6265.634276221532,3757.2,302.2,0.0,311.5,0.0,1450.3333333333333,27.736858750287375,43.73333333333332,3.300505011862712,302.2,0.0,311.5,0.0,1525.4,190.42793912658783,40.08,8.37120063073402,1
3651,L50830,L,302.1,311.4,1446,39.7,95,0,0,0,0,0,0,9.299999999999955,6011.5632063502135,3771.5000000000005,302.1666666666667,0.05773502684067481,311.46666666666664,0.05773502699365435,1456.6666666666667,21.126602503322562,42.36666666666665,4.027819923150975,302.18,0.0447213597664127,311.48,0.0447213596559351,1532.0,186.08062768595616,39.32,8.152729604249215,1
3652,L50831,L,302.1,311.5,1444,44.9,97,0,0,0,0,0,0,9.399999999999977,6789.5681550362115,4355.3,302.1333333333333,0.057735026841089145,311.46666666666664,0.05773502699365435,1457.0,20.80865204668628,41.66666666666665,2.821937868439428,302.16,0.05477225592603288,311.48,0.0447213596559351,1448.2,19.84187491139465,43.160000000000004,3.0729464687823627,1
3653,M18512,M,302.1,311.5,1341,50.8,99,0,0,0,0,0,0,9.399999999999977,7133.8029340655585,5029.2,302.1,0.0,311.46666666666664,0.05773502699365435,1410.3333333333333,60.05275458572563,45.133333333333326,5.553677460325707,302.14,0.05477225592485626,311.48,0.0447213596559351,1431.0,52.76836173313922,44.559999999999995,4.634975728092019,2
3654,L50833,L,302.1,311.4,1518,37.4,102,0,0,0,0,0,0,9.299999999999955,5945.275601359468,3814.7999999999997,302.1,0.0,311.46666666666664,0.05773502699365435,1434.3333333333333,88.89506922958884,44.366666666666646,6.715901527965578,302.12,0.04472135976208951,311.46,0.05477225583661899,1446.0,66.02650982748848,42.64,5.310649677770312,1
3655,L50834,L,302.1,311.4,1603,35.9,104,0,0,0,0,0,0,9.299999999999955,6026.381051699645,3733.6,302.1,0.0,311.43333333333334,0.057735026992796964,1487.3333333333333,133.66500414593716,41.36666666666665,8.203860879691502,302.1,0.0,311.43999999999994,0.05477225583622722,1470.4,97.32060419047669,41.739999999999995,6.106799489094252,1
3656,L50835,L,302.1,311.4,1686,30.9,106,0,0,0,0,0,0,9.299999999999955,5455.626970370963,3275.3999999999996,302.1,0.0,311.4,0.0,1602.3333333333333,84.00198410355208,34.73333333333332,3.4034296427776587,302.1,0.0,311.43999999999994,0.05477225583622722,1518.4,134.39977678552677,39.98,7.858562209463104,1
3657,M18516,M,302.1,311.5,1383,53.6,108,0,0,0,0,0,0,9.399999999999977,7762.749783314236,5788.8,302.1,0.0,311.43333333333334,0.057735026992796964,1557.3333333333333,156.576924651538,40.13333333333332,11.927419391189934,302.1,0.0,311.43999999999994,0.05477225583622722,1506.2,145.17816640252562,41.720000000000006,9.914484353712089,2
3658,L50837,L,302.1,311.5,1477,45.4,111,0,0,0,0,0,0,9.399999999999977,7022.066955352881,5039.4,302.1,0.0,311.46666666666664,0.05773502699368307,1515.3333333333333,155.09459479083534,43.29999999999998,11.494781424629089,302.1,0.0,311.43999999999994,0.05477225583622722,1533.4,116.3713882361099,40.64,8.92261172527426,1
3659,M18518,M,302.2,311.5,1449,44.5,113,0,0,0,0,0,0,9.300000000000011,6752.382169993222,5028.5,302.1333333333334,0.05773502684104812,311.5,0.0,1436.3333333333333,48.26316746063606,47.833333333333314,5.014312847572229,302.12,0.04472135976208951,311.46,0.05477225583661899,1519.6,122.57976994593935,42.059999999999995,8.842680589052273,2
3660,M18519,M,302.2,311.5,1734,25.0,116,0,0,0,0,0,0,9.300000000000011,4539.601384437251,2900.0,302.1666666666667,0.05773502684057635,311.5,0.0,1553.3333333333333,157.0870247134798,38.29999999999998,11.526925001924909,302.14,0.05477225592485626,311.48,0.0447213596559351,1545.8,154.66318243201715,39.879999999999995,11.641606418360038,2
3661,L50840,L,302.3,311.6,1398,49.1,119,0,0,0,0,0,0,9.300000000000011,7188.152486972662,5842.900000000001,302.23333333333335,0.05773502683969026,311.53333333333336,0.0577350269955127,1527.0,181.0718089598712,39.53333333333332,12.794660344586488,302.17999999999995,0.08366600276907749,311.52,0.04472135965695194,1488.2,142.55069273770442,43.52,10.957052523375161,1
3662,M18521,M,302.3,311.7,1639,36.6,121,0,0,0,0,0,0,9.399999999999977,6281.865838265079,4428.6,302.26666666666665,0.0577350268392267,311.59999999999997,0.10000000004524405,1590.3333333333333,173.20604300466374,36.899999999999984,12.052800504447196,302.21999999999997,0.08366600277060955,311.56,0.08944271915397825,1539.4,141.28800373704559,40.12,9.600885375839129,2
3663,M18522,M,302.3,311.7,1517,37.6,124,0,0,0,0,0,0,9.399999999999977,5973.131056221298,4662.400000000001,302.3,0.0,311.6666666666667,0.05773502699917197,1518.0,120.5031119930107,41.09999999999999,6.946221994724865,302.26000000000005,0.05477225593188355,311.6,0.10000000004874608,1547.4,137.96485059608264,38.56,9.151666514903257,2
3664,M18523,M,302.3,311.7,1442,41.7,127,0,0,0,0,0,0,9.399999999999977,6296.9454830023105,5295.900000000001,302.3,0.0,311.7,0.0,1532.6666666666667,99.4300424083859,38.63333333333332,2.7024680078281516,302.28000000000003,0.044721359773556825,311.64,0.08944271915502369,1546.0,139.24259405799435,38.0,8.775249284208481,2
3665,M18524,M,302.3,311.7,1685,30.8,130,0,0,0,0,0,0,9.399999999999977,5434.745851200103,4004.0,302.3,0.0,311.7,0.0,1548.0,124.4307036064656,36.69999999999998,5.505451843400578,302.3,0.0,311.68,0.04472135966116312,1536.2,123.54230044806273,39.160000000000004,6.7847623392423655,2
3666,M18525,M,302.4,311.8,1358,50.6,133,0,0,0,0,0,0,9.400000000000034,7195.797029096398,6729.8,302.3333333333333,0.05773502683822573,311.73333333333335,0.05773502700108365,1495.0,169.82049346295074,41.033333333333324,9.916820727094589,302.32000000000005,0.04472135977642306,311.72,0.04472135966230707,1528.2,135.44999077149987,39.46,7.344249451101287,2
3667,M18526,M,302.3,311.6,1608,39.9,136,0,0,0,0,0,0,9.300000000000011,6718.735712673276,5426.4,302.3333333333333,0.05773502683822573,311.7,0.10000000004682144,1550.3333333333333,170.95710963084696,40.433333333333316,9.910768554119972,302.32000000000005,0.04472135977642306,311.7,0.07071067818933102,1522.0,129.69772550048594,40.12,7.169170105388879,2
3668,L50847,L,302.3,311.6,1665,34.3,139,0,0,0,0,0,0,9.300000000000011,5980.492855006209,4767.7,302.3333333333333,0.05773502683822573,311.6666666666667,0.1154700538779757,1543.6666666666667,163.29829556162983,41.59999999999999,8.281907992727225,302.32,0.04472135977642306,311.68,0.0836660027128464,1551.6,144.33398768134762,39.46,7.598223476576717,1
3669,L50848,L,302.3,311.7,1510,38.7,141,0,0,0,0,0,0,9.399999999999977,6119.5083299275575,5456.700000000001,302.3,0.0,311.6333333333334,0.05773502699808073,1594.3333333333333,78.39855440844175,37.63333333333332,2.9484459183331504,302.32,0.04472135977642306,311.68,0.0836660027128464,1565.2,134.2784420523243,38.86,7.494864908722607,1
3670,L50849,L,302.4,311.8,1465,40.2,143,0,0,0,0,0,0,9.400000000000034,6167.260538262124,5748.6,302.3333333333333,0.05773502683822573,311.7,0.10000000004684038,1546.6666666666667,104.92060490358128,37.73333333333332,3.0664855018955084,302.34000000000003,0.05477225593655955,311.70000000000005,0.10000000004996608,1521.2,120.55164868221179,40.74,5.996915874014042,1
3671,L50850,L,302.3,311.7,1701,27.5,145,0,0,0,0,0,0,9.399999999999977,4898.528345109885,3987.5,302.3333333333333,0.05773502683822573,311.73333333333335,0.057735027001116455,1558.6666666666667,125.30097099916426,35.46666666666666,6.939980787677809,302.32,0.04472135977640638,311.68,0.0836660027128464,1589.8,100.36782352925371,36.120000000000005,5.36674948176281,1
3672,M18531,M,302.3,311.7,1486,39.6,147,0,0,0,0,0,0,9.399999999999977,6162.2968218694505,5821.2,302.3333333333333,0.05773502683822573,311.73333333333335,0.057735027001116455,1550.6666666666667,130.61521095696858,35.76666666666665,7.1654262492427385,302.32,0.04472135977640638,311.7,0.07071067818933102,1565.4,109.27167977110729,36.06,5.3153551151359,2
